id,name,year_established,country,description,url,image,has_trading_incentive,trust_score,trust_score_rank,trade_volume_24h_btc,trade_volume_24h_btc_normalized
tokenize,Tokenize,2018.0,Singapore,,https://tokenize.exchange/,https://assets.coingecko.com/markets/images/383/small/tokenize-exchange.png?1586138532,False,5.0,142.0,2375.812179408029,2375.812179408029
bakeryswap,Bakeryswap,2020.0,,,https://www.bakeryswap.org/#/swap,https://assets.coingecko.com/markets/images/626/small/bakeryswap.png?1613740980,False,5.0,143.0,1922.7796142158204,1922.7796142158204
virgox,Virgox,,Guatemala,"VirgoX is a revolutionary one-stop stablecoin focused digital asset trading platform inspired by global adoptions of stablecoins and growing demands for integrated exchange services. VirgoX offers spot & contracts trading, crypto lending and multiple currency fiat onramp and offramp, all integrated into one place that truly meets users’ needs and beyond.",www.virgox.com,https://assets.coingecko.com/markets/images/570/small/VIrgoX_logo.png?1598508410,False,5.0,144.0,1337.2238046207501,1337.2238046207501
exrates,Exrates,2016.0,Estonia,"Exrates is a centralized cryptocurrency exchange that has official Estonian license, and was founded in 2016.

Exrates has about 200 coins listed on it's platform with average daily trading volumes up to $80,000,000.

Exrates's platform was recently upgraded with a new unique design and enhanced functionality. In addition to that, Exrates now has an IEO launchpad - X-Platform. It also has Analytical Department which publishes trading signals on a daily basis along with an opportunity to open a fiat bank account with 24 fiat currencies. 

Further information about Exrates exchange can be found at https://exrates.me/dashboard.
",https://exrates.me,https://assets.coingecko.com/markets/images/187/small/Cover_Exrates_Logo_.png?1560831775,False,5.0,145.0,1237.8713145452552,1237.8713145452552
coindeal,Coindeal,2018.0,Malta,"CoinDeal is one of the fastest-growing crypto-fiat exchanges in Europe.

The company is located in Malta and is subject to Maltese regulations.
On 25 November this year, a managerial delegation from CoinDeal went to Malta to meet with the Malta Financial Services Authority (MFSA). This is the next stage that leads the exchange to receive the Maltese VFA license. 
Read more HERE. CoinDeal meets the requirements of the VFA Class 4 and all its activities are legal. 
Its credibility is confirmed by its entry into the American market, which involved meeting a number of legal requirements. Thanks to Coindeal's compliance with all these requirements, it is now available in 13 states. You can read more HERE.

WHAT DO WE OFFER
We are one of the largest exchanges in Europe with more than 40 cryptocurrencies pairs in our offer, including the most popular ones such as Ethereum, Bitcoin or Litecoin and FIAT currencies: Euro (EUR), Dollar (USD), British pound (GBP), Polish zloty (PLN), Swiss franc (CHF)
We always want to provide our users with the opportunity to actively participate in the development of CoinDeal, so by voting for new cryptocurrency users can decide which of them will be added to the exchange. 

CDL TOKEN
CoinDeal exchange created its own Token to give it for free to its users. It was the first Token in the world to be distributed free of charge to so many people. It was as many as 87 549 users of the Coindeal exchange! 45 000 000 000 Tokens were distributed, which is 90% of all created Tokens. When the market opened for CDL, which took place on November 12, 2019, the value of all Tokens was 1 129 382 USD (382 BTC)! In the beginning, CDL is available together with BTC. The pairs planned for the near future are CDL/EUR and CDL/USDT. Additionally, the exchange offers many benefits from having CDL Tokens on your account. Among other things, it is a 0% fee and you can read about it on the official Token website.

SECURITY
Our platform has the highest SSL standard security integrated with Cloudflare functionality. User accounts are protected by a multi-level 2FA verification. For the withdrawal of funds, it is necessary to have an email confirmation, which is also required when using the platform with new IP addresses. 90% of user funds are stored on cold wallets protected by Multisignature.

OUR TEAM
Kajetan Maćkowiak and Adam Bicz  are the main managers of CoinDeal.

Adam has built his long-standing experience in the IT and blockchain sector in the international arena. As the chief programmer at CoinDeal, he is the leader of the team responsible for the development and security of the exchange. Adam operates not only within the BlockchainHouse brand but is also the creator of the BuyCoinNow and Paycoiner payment gateway. 

Kajetan has been involved in co-creating blockchain technology projects for years. His professional experience allows him to effectively develop his business and manage his marketing activities. He created an international umbrella brand, which is BlockchainHouse. He is a co-creator of global brands such as Paycoiner and BuyCoinNow. 
",https://coindeal.com/,https://assets.coingecko.com/markets/images/313/small/2ZP5JaIL_400x400.jpg?1541109266,False,5.0,146.0,1235.065494032771,1235.065494032771
balancer_v1,Balancer (v1),2020.0,,"Balancer is a non-custodial portfolio manager, liquidity provider, and price sensor",https://balancer.exchange/#/swap,https://assets.coingecko.com/markets/images/537/small/Balancer.png?1591631731,False,5.0,147.0,1197.1909073294428,1197.1909073294428
btcbox,BTCBOX,2014.0,Japan,,https://www.btcbox.co.jp/,https://assets.coingecko.com/markets/images/154/small/btcbox.jpg?1525685758,False,5.0,148.0,1105.2080128948096,1105.2080128948096
bitbns,BitBNS,2017.0,Estonia,,https://ref.bitbns.com/,https://assets.coingecko.com/markets/images/541/small/HS7eNJdt_400x400.jpg?1592294824,False,5.0,149.0,1071.8515370061127,1071.8515370061127
bepswap,BepSwap,,,,https://chaosnet.bepswap.com,https://assets.coingecko.com/markets/images/583/small/bepswap.png?1601777006,False,5.0,150.0,572.3672897179403,572.3672897179403
pangolin,Pangolin,2021.0,,,https://app.pangolin.exchange/#/swap,https://assets.coingecko.com/markets/images/627/small/pangolin.jpg?1613741041,False,5.0,151.0,397.7182645822034,397.7182645822034
serum_dex,Serum DEX,2020.0,,,https://dex.projectserum.com,https://assets.coingecko.com/markets/images/578/small/serum-dex.png?1599822080,False,5.0,152.0,398.2192415362419,398.2192415362419
bitstorage,BitStorage,2018.0,Seychelles,,https://bitstorage.finance/,https://assets.coingecko.com/markets/images/394/small/logo2.png?1556783693,False,5.0,153.0,220.87649031246792,220.87649031246792
lucent,Lucent,2018.0,Philippines,,https://lucent.exchange/,https://assets.coingecko.com/markets/images/412/small/lucent.png?1586408853,False,5.0,154.0,184.4554207341358,184.4554207341358
julswap,Julswap,,,"JulSwap (Previously as SwapLiquidity) is the equivalent of Uniswap on the Binance Smart Chain. SwapLiquidity offers the same Trading Engine and analytics as Uniswap and some additional features from Sushiswap. Key features include:

Faster and cheaper
Supported through the JustLiquidity Protocol
Stake your JULb Tokens
Based on the Binance Smart Chain
Users can get their Token Bridge from ERC20 to BEP20 and use both chains",https://julswap.com/#/,https://assets.coingecko.com/markets/images/632/small/spaKAu___400x400.jpg?1614663880,False,5.0,155.0,182.1746973752434,182.1746973752434
coinjar,CoinJar Exchange,2013.0,United Kingdom,"Established in May 2013, CoinJar is the easiest way to buy, sell, store and spend cryptocurrency in the UK and Australia. CoinJar has processed over USD 1.5+ billion in transactions and is used by hundreds of thousands cryptocurrency traders and investors. CoinJar's iOS and Android apps allow users to trade cryptocurrencies on the go, while CoinJar Exchange and CoinJar OTC Trading Desk cater for professional traders, as well as individuals and institutions looking to make larger transactions. CoinJar’s fees start at 1% and go as low as 0.1% for high volume traders. CoinJar provides free and almost instant deposits and withdrawals using Faster Payments Services in the UK and Osko / PayID / NPP in Australia, allowing CoinJar’s new customers to start trading in minutes across 2 fiat currencies and 13 cryptocurrencies. CoinJar has implemented a robust AML/KYC program and is registered with government bodies in the UK and Australia.",https://exchange.coinjar.com/,https://assets.coingecko.com/markets/images/176/small/coinjar.png?1559276302,False,5.0,156.0,152.0371828428214,152.0371828428214
tokpie,Tokpie,2018.0,Hong Kong,,https://tokpie.io/,https://assets.coingecko.com/markets/images/436/small/logo_circle_100x100.png?1562226767,False,5.0,157.0,125.21661807411658,125.21661807411658
buyucoin,BuyUcoin,,,,https://www.buyucoin.com/,https://assets.coingecko.com/markets/images/130/small/fWfLtCFJ_400x400.jpg?1523421823,,5.0,158.0,87.5073728054181,87.5073728054181
tidex,Tidex,2017.0,United Kingdom,,https://tidex.com/,https://assets.coingecko.com/markets/images/43/small/short-logo-dark-800x800.png?1617792653,False,5.0,159.0,83.01127187620577,83.01127187620577
bitexlive,Bitexlive,,Turkey,,https://bitexlive.com/,https://assets.coingecko.com/markets/images/321/small/logo-short.png?1570602566,False,5.0,160.0,81.0406441432375,81.0406441432375
one_inch_liquidity_protocol,1inch Liquidity Protocol,,,,https://app.1inch.io,https://assets.coingecko.com/markets/images/611/small/1inch-liquidity-protocol.png?1608873020,False,5.0,161.0,68.63953432806622,68.63953432806622
coin_metro,CoinMetro,2018.0,Estonia,,https://coinmetro.com/,https://assets.coingecko.com/markets/images/386/small/blue.png?1609256554,False,5.0,162.0,32.208829948428956,32.208829948428956
velic,Velic,2018.0,Singapore,,https://www.velic.io/,https://assets.coingecko.com/markets/images/407/small/VELIC_coinGecko_400_2.png?1587032301,False,5.0,163.0,25.622584790051953,25.622584790051953
honeyswap,Honeyswap,2020.0,,Honeyswap is a 1:1 deployment of Uniswap V2 on the xDai network with no additional changes.,https://app.honeyswap.org,https://assets.coingecko.com/markets/images/599/small/honeyswap.png?1603246921,False,5.0,164.0,19.40721331871279,19.40721331871279
loopring,Loopring,2020.0,British Virgin Islands,,https://loopring.io,https://assets.coingecko.com/markets/images/542/small/Loopring.png?1592388445,False,5.0,165.0,14.781493335744285,14.781493335744285
floatsv,Float SV,2019.0,British Virgin Islands,,https://www.floatsv.com/,https://assets.coingecko.com/markets/images/406/small/wCQAOb2o_400x400.jpg?1558436688,False,5.0,166.0,12.717510119741611,12.717510119741611
bit2c,Bit2c,2013.0,Israel,,https://bit2c.co.il/,https://assets.coingecko.com/markets/images/145/small/bit2c.jpeg?1523867875,,5.0,167.0,9.740457046667,9.740457046667
huobi_id,Huobi Indonesia,2019.0,Indonesia,"Headquartered in Jakarta, Huobi Indonesia is a digital asset exchange platform based on Huobi Cloud technology and currently offer trading and investment of more then 100 digital asset pair including fiat-crypto trading, crypto-crypto trading, etc, where it share Huobi's trading depth.",https://www.huobi.id,https://assets.coingecko.com/markets/images/514/small/We-Chat-Image-20191018142043.png?1582101491,False,5.0,168.0,4.536389408450951,4.536389408450951
sashimiswap,Sashimiswap,2020.0,,,https://info.sashimi.cool/pairs,https://assets.coingecko.com/markets/images/609/small/chef.0f496876.png?1607516097,False,5.0,169.0,1.4981202754609935,1.4981202754609935
kumex,KuCoin Futures,2019.0,,,https://futures.kucoin.com/trade,https://assets.coingecko.com/markets/images/471/small/kucoin_futures.jpg?1591611212,False,,,2594.921581527846,0.0
bitexbook,BITEXBOOK,2018.0,Saint Vincent and the Grenadines,,https://bitexbook.com,https://assets.coingecko.com/markets/images/375/small/logo_bitexbook.png?1553668542,False,5.0,170.0,0.3053446871509059,0.3053446871509059
sushiswap_fantom,Sushiswap (Fantom),,,"Sushiswap on Fantom is a DeFi protocol providing services such as swap, earn, yield, launchpad, and more!",https://app.sushi.com/swap,https://assets.coingecko.com/markets/images/677/small/sushiswap-fantom.png?1621508759,False,5.0,171.0,28.426420001146916,0.0
spookyswap,Spookyswap,,,,https://spookyswap.finance/swap,https://assets.coingecko.com/markets/images/662/small/spookyswap.png?1620128798,False,5.0,172.0,55.79574729564855,0.0
unicly,Unicly,,,"The protocol to combine, fractionalize, and trade NFTs.",https://www.unic.ly/,https://assets.coingecko.com/markets/images/653/small/Unicly.jpg?1618935672,False,5.0,173.0,21.729121129148457,0.0
sushiswap_xdai,Sushiswap (xDai),,,"Sushiswap on xDai is a DeFi protocol providing services such as swap, earn, yield, launchpad, and more!",https://app.sushi.com/swap,https://assets.coingecko.com/markets/images/678/small/512x512_Logo_no_chop.png?1621847591,False,5.0,174.0,0.0277870238361442,0.0
apeswap,ApeSwap,2021.0,,"ApeSwap is an Automated Market Maker, Yield Farming, and Staking platform on Binance Smart Chain (forked from PancakeSwap). ApeSwap was built by DeFi Apes, for DeFi Apes. We have a dedicated team of experienced monkeys, who have been in the crypto space for years. $BANANA is the native currency of our platform. Stake, pool, and earn $BANANA all on ApeSwap.

You can view our platform and additional details at ApeSwap.Finance",https://apeswap.finance,https://assets.coingecko.com/markets/images/651/small/APESWAP.png?1618806870,False,5.0,175.0,761.6929436979426,0.0
mdex_bsc,Mdex BSC,2021.0,Singapore,,https://bsc.mdex.com/#/swap,https://assets.coingecko.com/markets/images/676/small/Mdex.png?1621486546,False,5.0,176.0,65245.75847309978,0.0
dmm,DMM,,,,https://dmm.exchange/#/swap,https://assets.coingecko.com/markets/images/647/small/logo_white.2ab2a2dd.png?1618396704,False,5.0,177.0,18.115783950317912,0.0
chiliz,Chiliz,2020.0,Seychelles,"Chiliz.net is the official exchange for sports teams tokens like FC Barcelona, Juventus, Paris Saint-Germain and many more.",https://www.chiliz.net,https://assets.coingecko.com/markets/images/518/small/chiliz.png?1586955781,False,5.0,178.0,22645.370269638614,0.0
polyzap,PolyZap,,,,https://swap.polyzap.finance/,https://assets.coingecko.com/markets/images/680/small/polyzap-swap.jpeg?1622079597,False,5.0,179.0,133.52618059401246,0.0
spiritswap,SpiritSwap,2021.0,,"SpiritSwap is a decentralized exchange (DEX) on the Fantom Opera Chain. SpiritSwap's design is based on the Uniswap constant-product automated market maker (AMM). In an AMM, liquidity providers simply deposit a pair of tokens and an algorithm automatically makes markets for the token pair. Traders can easily swap between tokens in the AMM and get guaranteed rates for the swaps. Each swap on SpiritSwap incurs a fee, which gets distributed to liquidity providers and $SPIRIT stakers.",https://app.spiritswap.finance/#/,https://assets.coingecko.com/markets/images/671/small/spiritswap.png?1620965165,False,5.0,180.0,164.91809073611097,0.0
equos,Equos.io,2020.0,Hong Kong,"Launched on May 26th, 2020, EQUOS is a centralized crypto exchange based in Singapore. The parent company, Diginex, is the first company listed on Nasdaq with a crypto exchange (Nasdaq: EQOS). EQUOS currently lists BTC, ETH, BCH, USDC, USDT as well as BTC/USDC, ETH/USDC, ETH/BTC, BCH/USDC & USDT/USDC trading pairs for Spot and BTC/USDC, ETH/USDC trading pairs for Perpetual Futures.

EQUOS operates out of Singapore under a temporary exemption from the Monetary Authority of Singapore pending its application for a license under the Money Services Act.

EQUOS's first native token, EQUOS Origin (EQO), went live on April 8th, 2021. Holders of EQO receive numerous unique benefits, including reduced trading fees, access to future airdrops, staking rewards, collateral against derivatives transactions, and enhanced interest for crypto lending.",https://equos.io/,https://assets.coingecko.com/markets/images/643/small/EQUOS_logo_200x200.png?1617760232,False,5.0,181.0,2709.248687383135,0.0
ubeswap,Ubeswap,,,,https://app.ubeswap.org/#/swap,https://assets.coingecko.com/markets/images/667/small/ubeswap.png?1620395520,False,5.0,182.0,1.8232579761093275,0.0
coinzoom,Coinzoom,2020.0,United States,"CoinZoom is a new US regulated cryptocurrency exchange that allows users to buy, sell, and spend their crypto with the CoinZoom Visa card. ",www.coinzoom.com,https://assets.coingecko.com/markets/images/656/small/Up7Yiexp_400x400.png?1619165177,False,5.0,183.0,46.29001753292588,0.0
comethswap,ComethSwap,2021.0,France,"ComethSwap is a layer 2 decentralized exchange, which let you swap any ERC20 tokens at low cost in no time.",https://swap.cometh.io,https://assets.coingecko.com/markets/images/644/small/comethswap.png?1617361625,False,5.0,184.0,16.455198823193523,0.0
bitbox,BITFRONT,2018.0,United States,"BITFRONT is LINE's global cryptocurrency exchange. Trade major tokens like Bitcoin and Ethereum in USD fiat markets. BITFRONT also lists LINK, the base coin of LINE's blockchain mainnet ""LINK Chain"".",https://www.bitfront.me/,https://assets.coingecko.com/markets/images/245/small/bitfront.jpg?1582857683,False,4.0,185.0,9687.175911417253,9687.175911417253
yobit,YoBit,,Russia,,https://yobit.net/en/,https://assets.coingecko.com/markets/images/46/small/yobit.png?1519799488,False,4.0,186.0,8148.749011608788,8148.749011608788
finexbox,FinexBox,2018.0,Hong Kong,,https://www.finexbox.com/,https://assets.coingecko.com/markets/images/318/small/finexbox20190920.jpg?1568959220,False,4.0,187.0,5715.610912334521,5715.610912334521
fatbtc,FatBTC,2014.0,Belize,,https://fatbtc.com/,https://assets.coingecko.com/markets/images/295/small/363.png?1540287518,False,4.0,188.0,4781.915128826666,4781.915128826666
bancor,Bancor Network,,,,https://www.bancor.network/discover,https://assets.coingecko.com/markets/images/108/small/Bancor.jpg?1520913420,False,4.0,189.0,2151.4612125096046,2151.4612125096046
vindax,Vindax,2019.0,Vietnam,,https://vindax.com/,https://assets.coingecko.com/markets/images/388/small/uToizY7z_400x400.jpg?1556070669,False,4.0,190.0,1503.106130764053,1503.106130764053
resfinex,Resfinex,2019.0,British Virgin Islands,"Resfinex is a digital asset trading platform for Ethereum tokens, Bitcoin and innovative blockchain. We focus on providing the highest level of security, transparency and customer service.",https://resfinex.com/,https://assets.coingecko.com/markets/images/497/small/Resfinex_New_Logo.png?1588935208,False,4.0,191.0,1408.664297728226,1408.664297728226
decoin,Decoin,2017.0,Estonia,"Founded in 2017, Decoin is an exchange designed by the crypto community for the crypto community. Our mission is to provide a maximum-security exchange that has an easy-to-use interface for novice users, and advanced trading features for industry veterans. Decoin’s ecosystem also includes a profit-sharing coin called DTEP, which is powered by an independent blockchain using a PoS consensus algorithm. We are led by an experienced team of fintech experts, financial professionals, and experienced traders.",https://www.decoin.io,https://assets.coingecko.com/markets/images/479/small/decoin.jpg?1578456566,False,4.0,192.0,1168.0895491080119,1168.0895491080119
zipmex,Zipmex,2019.0,Singapore,"Launched on September 2019 for Australia, Singapore, and Indonesia, Zipmex is a centralized exchange based in Singapore and Thailand. It supports fiat to crypto pairings, AUD, IDR, SGD, USD, and THB. It is reportedly licensed and regulated in different jurisdictions:

Indonesia - Regulated by Bappebti
Australia - AUSTRAC regulated
Thailand - Regulated & Licensed by Thai SEC
Singapore - Applying for PSA (Payment service act license)",https://zipmex.com/,https://assets.coingecko.com/markets/images/616/small/zipmex-logo.png?1611214290,False,4.0,193.0,912.0362227572135,912.0362227572135
aprobit,Aprobit,2020.0,South Korea,"Established in 2019, APROBIT is a centralized cryptocurrency exchange located in South Korea. APROBIT formed the global alliance ranging from finance, fintech professionals, solution companies to blockchain associations. By sharing the order book with Bitfinex, APROBIT guarantees top-level trading liquidity. ",https://www.aprobit.com/,https://assets.coingecko.com/markets/images/567/small/aprobit_logo.png?1597289585,False,4.0,194.0,301.39227248394855,301.39227248394855
trade_ogre,TradeOgre,2018.0,,,https://tradeogre.com/,https://assets.coingecko.com/markets/images/101/small/tradeogre.jpeg?1521428643,,4.0,195.0,102.74495838716958,102.74495838716958
crex24,CREX24,2017.0,Cyprus,,https://crex24.com/,https://assets.coingecko.com/markets/images/138/small/Webp.net-resizeimage_%285%29.png?1523419476,False,4.0,196.0,98.13391093964856,98.13391093964856
binance_dex,Binance DEX,2019.0,Malta,,https://www.binance.org/en/trade,https://assets.coingecko.com/markets/images/393/small/vq5ZEEmK_400x400.png?1556770224,False,4.0,197.0,46.62326237574845,46.62326237574845
graviex,Graviex,2017.0,Malta,,https://graviex.net/,https://assets.coingecko.com/markets/images/206/small/graviex-logo.png?1531798374,False,4.0,198.0,7.577836085770063,7.577836085770063
acdx,ACDX,,,,https://trade.acdx.io/,https://assets.coingecko.com/markets/images/605/small/Picture_1.png?1607072554,False,4.0,199.0,3.883319548933329,3.883319548933329
artisturba,Artis Turba,2018.0,South Africa,,https://www.artisturba.com/,https://assets.coingecko.com/markets/images/505/small/Artis_Turba_200_200.png?1579820008,False,4.0,200.0,3.3621018012070105,3.3621018012070105
luaswap,Luaswap,,,,,https://assets.coingecko.com/markets/images/601/small/logo.d77b343b.png?1605083693,False,4.0,201.0,2.8075782331466095,2.8075782331466095
south_xchange,SouthXchange,2015.0,Argentina,,https://www.southxchange.com/,https://assets.coingecko.com/markets/images/132/small/southxchange.png?1526357146,False,4.0,202.0,1.4560987395131197,1.4560987395131197
sakeswap,SakeSwap,2020.0,Singapore,"SakeSwap, a profitable DEX that provides ILO crowdfunding platform for projects and increases 50% of the LP income with slippage capture.",https://exchange.sakeswap.finance/#/swap,https://assets.coingecko.com/markets/images/598/small/SakeSwap_Avatar_01B.png?1603187695,False,4.0,203.0,1.3895338605761265,1.3895338605761265
qtrade,qTrade,,United States,,https://qtrade.io,https://assets.coingecko.com/markets/images/364/small/NqdporUt_400x400.jpg?1551249298,False,4.0,204.0,1.3091217274251943,1.3091217274251943
stake_cube,StakeCube Exchange,2019.0,Germany,,https://stakecube.net/app/exchange/,https://assets.coingecko.com/markets/images/429/small/Stakecube-logoonly-HQ.png?1576295531,False,4.0,205.0,0.6339468239831939,0.6339468239831939
lcx,LCX Exchange,2020.0,Liechtenstein,"The LCX Exchange Is a Regulated Trading Venue Offering a Range of Digital Currencies. LCX aims to build the new infrastructure for digital finance, focusing on all aspects of compliance and regulation. Investing to build AML and KYC technology solutions at the institutional and consumer level, including on-chain analytics and surveillance for all crypto deposits and withdrawals. LCX is continuously engaging with policy makers, regulators and financial institutions and will routinely participate in financial and security audits, as well as regulatory compliance reviews. In 2020 LCX secured approvals of 8 blockchain registrations with the registration Nr 288159. Allowing LCX to offer the broadest scope of blockchain services – alongside our sophisticated crypto compliance suite.",https://exchange.lcx.com/,https://assets.coingecko.com/markets/images/638/small/LCX.jpg?1616748175,False,4.0,206.0,1.581532740505392,0.0
swapr,Swapr,2020.0,,,https://swapr.eth.link/,https://assets.coingecko.com/markets/images/670/small/dxswap-black.png?1620878646,False,4.0,207.0,4.026942597280441,0.0
bithash,BitHash,2016.0,Seychelles,,https://www.bithash.net/,https://assets.coingecko.com/markets/images/171/small/bithash.png?1562037390,False,4.0,208.0,1894.3318840889574,0.0
levinswap_xdai,Levinswap (xDai),,,,https://app.levinswap.org/#/swap,https://assets.coingecko.com/markets/images/679/small/levinswap.jpeg?1622079667,False,4.0,209.0,0.2768423708699699,0.0
dcoin,Dcoin,2018.0,Switzerland,,https://www.dcoin.com/,https://assets.coingecko.com/markets/images/319/small/%E8%B5%84%E6%BA%90_4_3x_2.png?1590117049,False,3.0,210.0,26508.15445430455,26508.15445430455
